Gene.id	genename	X21_011_Control_rep1	X21_011_Control_rep2	X21_011_si251_rep1	X21_011_si251_rep2	X21_011_Control_rep1.1	X21_011_Control_rep2.1	X21_011_si251_rep1.1	X21_011_si251_rep2.1	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chromosome	strand	start	end	length	type
ENSG00000117984	CTSD	62731.2395351225	65001.352978472	24737.9286159537	26758.4926857954	16.0275316882935	16.0757900173386	14.8098016347055	14.9083475988152	44807.2534538359	-1.31041468844597	0.0419445566242794	-31.2415911362249	2.90414198889439e-214	3.10494266355509e-211	chr11	-	1752787	1763896	11109	protein_coding
ENSG00000167693	NXN	3872.40646517487	3822.95406726392	638.617897322616	669.362428301041	12.8590262209199	12.8485744931756	11.8045621970554	11.822931336283	2250.83521451561	-2.55584566170164	0.0820499345374302	-31.1498805710283	5.09095429871995e-213	5.08009359621601e-210	chr17	-	799309	979776	180467	protein_coding
ENSG00000197256	KANK2	5867.75261072567	5737.97368475487	1457.11316905777	1458.28748444207	13.2216430339747	13.2009182409549	12.1910219928758	12.1914720681222	3630.28173724509	-1.99309372338862	0.0646826334874697	-30.8134288282297	1.73188230550389e-208	1.62017589679889e-205	chr19	-	11164269	11197545	33276	protein_coding
ENSG00000137801	THBS1	212597.441872381	206299.840611525	90327.179760473	96560.4728320013	17.7253999229896	17.6828496856964	16.5267023372478	16.6189788099553	151446.233769095	-1.16438261635718	0.0378151497948736	-30.7914320761207	3.41260151610798e-208	3.00469526430025e-205	chr15	+	39581078	39599466	18388	protein_coding
ENSG00000163431	LMOD1	2901.88095900561	2889.73626212298	337.403122418782	364.336511606896	12.6353906763293	12.6323083736832	11.5915543403636	11.6139099007614	1623.33921378856	-3.04334779918653	0.0992136106181802	-30.6747005801325	1.23814188151147e-206	1.02958376013687e-203	chr1	-	201896455	201946548	50093	protein_coding
ENSG00000133816	MICAL2	19779.9109404188	19749.3989304881	8315.86938630267	8427.7531056975	14.5345105070544	14.5326402106081	13.5620482257847	13.575726513521	14068.2330907268	-1.23922637209026	0.0404275549453906	-30.6530131185079	2.40930605009213e-206	1.89802594514626e-203	chr11	+	12110590	12263785	153195	protein_coding
ENSG00000117298	ECE1	14065.3481698277	13914.2572313151	4408.59221785046	4874.7660390194	14.1324243227358	14.120069927507	12.9670457340683	13.0539828891595	9315.74091450316	-1.59099982593343	0.0533259054628558	-29.8354019894073	1.35781922932475e-195	1.01619191122664e-192	chr1	-	21217246	21345504	128258	protein_coding
ENSG00000112715	VEGFA	9068.25680239874	9134.80552212254	3129.22769688082	3147.22728243373	13.6514967537881	13.6591339078052	12.6916451346347	12.695986506969	6119.87932595896	-1.53609124304035	0.0519815200685846	-29.5507180439053	6.42905853637053e-192	4.58238800820924e-189	chr6	+	43770212	43786487	16275	protein_coding
ENSG00000115380	EFEMP1	12278.456553574	12946.625754401	4009.45603202383	4345.67787487708	13.9788428593606	14.0382600672417	12.8875384726238	12.9548428109004	8395.05405371899	-1.59350652789044	0.0543386624583731	-29.325464702249	4.91226691149544e-189	3.3421277786938e-186	chr2	-	55865966	55924139	58173	protein_coding
ENSG00000167772	ANGPTL4	440.178401399447	429.15873034681	2883.35980641161	3095.44819163688	11.6725845842011	11.6644078210215	12.6306867743566	12.6834546091272	1712.03628244869	2.78200781286576	0.0961525410965348	28.9332739534433	4.55630341516842e-184	2.96516302253222e-181	chr19	+	8364154	8374370	10216	protein_coding
ENSG00000250644	AC068580.4	5470.23467113586	5443.43314104986	1170.7994784248	1334.95910454413	13.1570963896268	13.152627537488	12.074384049499	12.1430163603913	3354.85659878866	-2.12124769760964	0.0739833566900466	-28.671958025595	8.53682917635104e-181	5.3241357963176e-178	chr11	-	1734820	1763954	29134	protein_coding
ENSG00000081052	COL4A4	2967.8107636205	3197.4349744471	453.418707099057	480.133387388933	12.6519832033285	12.7080131073459	11.6822681368851	11.7013633535731	1774.6994581389	-2.72221758999725	0.0952100997995939	-28.5916892822001	8.52362520897075e-180	5.10326488511497e-177	chr2	-	227002713	227164205	161492	protein_coding
ENSG00000149948	HMGA2	8163.66110084437	8772.44980168821	21089.2916959172	20441.4436085802	13.5432165259459	13.6170247084438	14.6125380688139	14.5744669363053	14616.7115517575	1.29413279053543	0.0461654781190263	28.0324788838713	6.53296708087911e-173	3.76097889486917e-170	chr12	+	65824482	65966291	141809	protein_coding
ENSG00000130449	ZSWIM6	1050.99865003745	1124.51733352666	4557.60306055907	4418.16860199267	12.0208020787606	12.0540649288848	12.995486528031	12.96889287302	2787.82191152896	2.04486446858694	0.0742290855863003	27.5480218089112	4.67356545391151e-167	2.59088621163509e-164	chr5	+	61332257	61546172	213915	protein_coding
ENSG00000198959	TGM2	21351.5611357238	21371.9023379078	7814.55433690441	8709.24307202944	14.6276654314521	14.6288319955422	13.4990111877593	13.6095448451759	14811.8152206414	-1.3700209697108	0.050399084719748	-27.1834494084369	1.01925889492535e-162	5.44866683544378e-160	chr20	-	38127384	38165270	37886	protein_coding
ENSG00000122641	INHBA	7913.51566568786	7868.58483423608	17645.0125030239	18556.684703575	13.5116891278692	13.5059477409226	14.3973122026528	14.4575305772402	12995.9494266307	1.1978938451157	0.044098093879094	27.1642998538673	1.71625774953074e-162	8.85825723964692e-160	chr7	-	41689589	41705834	16245	protein_coding
ENSG00000225830	ERCC6	8902.46273491129	9032.57667362012	3412.34829802718	3274.32141438962	13.6322829085025	13.6473844942502	12.7581679107804	12.7261982854976	6155.42728023705	-1.42377944576048	0.0530817517295124	-26.8223899809412	1.77132709745709e-158	8.83774133157925e-156	chr10	-	49515197	49539121	23924	protein_coding
ENSG00000122870	BICC1	5910.41307253531	6361.46844393797	1805.1599230986	1829.21406215038	13.2283847911982	13.2976335480943	12.3162184651844	12.3243269818466	3976.56387543056	-1.75533634904089	0.065563485673521	-26.7730785056448	6.65254770812299e-158	3.21210755145758e-155	chr10	+	58512871	58831435	318564	protein_coding
ENSG00000175215	CTDSP2	5374.24863206417	5503.15098324435	1509.26696400578	1615.50763286158	13.1410203456261	13.1625639143852	12.2108131959294	12.249940128984	3500.54355304397	-1.79867410392612	0.0673070968124417	-26.7233945469126	2.51739690358764e-157	1.17751240165312e-154	chr12	-	57819926	57846729	26803	protein_coding
ENSG00000091317	CMTM6	4276.71129641621	4339.15914386031	1109.06641501694	1153.26156774793	12.9413287539761	12.9535716518278	12.0471774860536	12.0667383955006	2719.54960576035	-1.9286342417643	0.0729092576229822	-26.4525288645424	3.41233054166511e-154	1.54775041053465e-151	chr3	-	32481311	32502852	21541	protein_coding
ENSG00000135046	ANXA1	3430.28895187499	3490.96335133525	8912.97712029931	9411.55583083757	12.762261668078	12.7760047551697	13.633509460248	13.690445514836	6311.44631358678	1.40492283805924	0.0541493821078898	25.9453161489452	2.05364491737225e-148	9.04086974212585e-146	chr9	+	73151864	73170393	18529	protein_coding
ENSG00000197632	SERPINB2	971.495062119485	881.5972974813	3950.91605810259	4329.67342863079	11.9833398566157	11.9388777672598	12.8754397653874	12.9517196330041	2533.42046158354	2.15970475511459	0.0834450911951563	25.8817471966518	1.06905283478177e-147	4.57188080886101e-145	chr18	+	63887704	63903888	16184	protein_coding
ENSG00000113657	DPYSL3	21791.7395371233	21904.3020835738	10267.9114257855	10709.7988528167	14.6526985686894	14.6590300189781	13.7830517312265	13.8285133776639	16168.4379748248	-1.05842628185321	0.0409359247875412	-25.8556826881639	2.10020083374051e-147	8.73216835539664e-145	chr5	-	147390807	147510068	119261	protein_coding
ENSG00000182492	BGN	5917.19996418684	5980.89372080023	1999.93838178199	2020.32597909147	13.2294541629457	13.2394478933208	12.3801412343815	12.386613953084	3979.58951146513	-1.56523674804011	0.0610307510111308	-25.6466899408569	4.60326374417565e-145	1.86220680331949e-142	chrX	+	153494979	153509546	14567	protein_coding
ENSG00000112078	KCTD20	5959.86042599648	5894.8595413675	1923.30423410328	2015.61878901903	13.2361560951588	13.2259308247804	12.3554525414009	12.385122979632	3948.41074762157	-1.58908932707089	0.0624449109185521	-25.4478596205153	7.45531657834352e-143	2.9366099617012e-140	chr6	+	36442766	36491143	48377	protein_coding
ENSG00000099194	SCD	43526.2752731837	43659.8156450699	22127.0457790664	23284.5864123343	15.5377000521155	15.5417521576092	14.6714766307143	14.7344640994559	33149.4307774136	-0.940890493416738	0.0376352648516584	-25.0002357396796	6.07741284396291e-138	2.33247988329325e-135	chr10	+	100347232	100364826	17594	protein_coding
ENSG00000167004	PDIA3	13606.7482053741	14077.2160888288	4763.02515086451	5414.21002132108	14.0945847207361	14.1333901514125	13.0336783036575	13.1477373616613	9465.29986659713	-1.44301667674876	0.0579882667801208	-24.8846319587439	1.0914080036941e-136	4.08404874982334e-134	chr15	+	43746437	43773278	26841	protein_coding
ENSG00000106772	PRUNE2	2993.0192183262	3164.03346949087	680.128060648586	685.366874547339	12.6582658412707	12.7000257648317	11.8292560857384	11.8323143814541	1880.63690575325	-2.17260960188884	0.0875309288439589	-24.8210504627678	5.31322786836391e-136	1.93971694472368e-133	chr9	-	76611375	76906114	294739	protein_coding
ENSG00000236824	BCYRN1	2673.06575475391	2656.93789424617	7152.5204500133	7695.31433042575	12.5758951912981	12.5715835707098	13.4109918470728	13.4835759078888	5044.45960735978	1.4782964509263	0.0599700763475488	24.6505680993139	3.62885940638201e-134	1.293256371303e-131	chr2	+	47335314	47335514	200	scRNA
ENSG00000169851	PCDH7	8625.16973314864	8951.60332827166	2920.61251708876	3269.61422431718	13.5995317302877	13.63800597261	12.6401288186301	12.7250928562207	5941.74995070656	-1.50473249906222	0.0616365055553611	-24.4130079326234	1.24432184928362e-131	4.33139754420401e-129	chr4	+	30920152	30987807	67655	protein_coding
ENSG00000159216	RUNX1	2966.84120767028	2915.04043254437	7429.25487218644	7459.01338878924	12.6517408906361	12.6387213678857	13.4484859924834	13.452456408229	5192.53747529758	1.33978457681469	0.0549002723072248	24.4039696072395	1.55204219262535e-131	5.27976534982188e-129	chr21	-	34787800	35049344	261544	protein_coding
ENSG00000166897	ELFN2	2974.59765527203	2780.42224590256	563.048112806107	622.290527576636	12.6536779925394	12.6041908896056	11.7572938583499	11.7946139198688	1735.08963538933	-2.27811985821722	0.0946002392383573	-24.0815443656248	3.90223036595413e-128	1.2979685359467e-125	chr22	-	37367959	37427479	59520	protein_coding
ENSG00000105810	CDK6	4395.96667829316	4664.06469207099	10746.8748487774	11412.1116116248	12.9646063221209	13.0154226394865	13.8322607611633	13.8978334033226	7804.75445769159	1.29062424472596	0.0537031408862487	24.0325653849502	1.27033695853314e-127	4.13356599898349e-125	chr7	-	92604920	92836573	231653	protein_coding
ENSG00000116285	ERRFI1	7169.86625186985	6867.55185236581	2615.14028953611	2701.92710158086	13.4133729634059	13.3712554668114	12.5603331735354	12.5835707491168	4838.62137383816	-1.4003279855423	0.0585109042223545	-23.932769526527	1.3968431624727e-126	4.44849967146626e-124	chr1	-	8011726	8026309	14583	protein_coding
ENSG00000168874	ATOH8	1259.45317933454	1360.35220185404	88.3421424629619	88.4951733618817	12.1120794223976	12.153196141371	11.3102052403257	11.3104621685323	699.160674253356	-3.88879911242194	0.164061859590459	-23.7032490191772	3.33799062104228e-124	1.04089674199502e-121	chr2	+	85753990	85791383	37393	protein_coding
ENSG00000140416	TPM1	70660.2680960139	70395.1899454959	41026.9424503293	41916.5861570683	16.1894863542834	16.1843561755224	15.4596736803383	15.4879355005394	55999.7466622268	-0.766018558310175	0.0326988928329925	-23.4264371647862	2.29870671425088e-121	7.02184532630759e-119	chr15	+	63042769	63071190	28421	protein_coding
ENSG00000166963	MAP1A	7465.58081668666	7108.44755477746	2891.87471170925	2861.03012602935	13.4533310688383	13.4049227447938	12.6328516993301	12.6249902519102	5081.73330230068	-1.34120547012211	0.0573186471085034	-23.3991124665456	4.36342168055466e-121	1.30623391429084e-118	chr15	+	43517607	43531611	14004	protein_coding
ENSG00000135919	SERPINE2	3999.41829465357	3904.93957942923	1138.86858355867	1204.09922053028	12.8854722850915	12.8658541603663	12.0604148757566	12.0887258061893	2561.83141954294	-1.75364997154581	0.0750512817672821	-23.3660229412671	9.47242182148806e-121	2.78006293772614e-118	chr2	-	223975044	224039286	64242	protein_coding
ENSG00000213626	LBH	11379.6781877209	11587.2857193639	4987.60577808963	5287.11588936519	13.8947071938403	13.9145977962195	13.0741658988104	13.1262528332492	8310.42139363491	-1.16003540583314	0.0497683724851698	-23.3086867805213	3.61944879932979e-120	1.04184441593016e-117	chr2	+	30231533	30260028	28495	protein_coding
ENSG00000079308	TNS1	12599.3795730965	12919.2972503459	6040.26094550974	6201.25220143314	14.0076963810074	14.0358787406753	13.2486949741148	13.2734496797308	9440.04749259633	-1.0595611291724	0.0460316221841297	-23.0181140463416	3.07012220776268e-117	8.67048852939467e-115	chr2	-	217799788	217944128	144340	protein_coding
ENSG00000180914	OXTR	6571.6502305847	6509.2447991989	2339.47023052518	2547.53126720481	13.328705259146	13.3195552961796	12.4831936369246	12.5418968377782	4491.9741318784	-1.4196787576544	0.0623058721977477	-22.7856333211835	6.36557324733928e-115	1.7644425993736e-112	chr3	-	8750380	8769613	19233	protein_coding
ENSG00000119280	C1orf198	6852.82145614822	6808.84617698818	2786.50275865102	2853.49862191344	13.3691690308862	13.3629208589372	12.6057729323265	12.6230625883541	4825.41725342521	-1.27614847425838	0.0564996599015885	-22.5868346195567	5.83840274341565e-113	1.58889476842628e-110	chr1	-	230837118	230869589	32471	protein_coding
ENSG00000067798	NAV3	2464.61122545682	2598.23221886854	6332.96081511594	6418.72438277989	12.5188678912971	12.5557504441575	13.2933626229609	13.3061701312715	4453.6321605553	1.33290144668344	0.0597703948751743	22.30036206833	3.66522948553947e-110	9.79663481063478e-108	chr12	+	77830893	78213010	382117	protein_coding
ENSG00000157654	PALM2AKAP2	9468.68340983921	9286.63054465089	18177.1940841261	19337.1368175856	13.6968209864627	13.6763998130541	14.4327742337237	14.5071253661292	14067.4112140505	1.00026516789502	0.0449586600849867	22.2485538048552	1.16488627503903e-109	3.05895048504985e-107	chr9	+	109780308	110172512	392204	protein_coding
ENSG00000165891	E2F7	650.57204259698	605.275756479699	2626.84828432036	2596.48604395819	11.8117597327543	11.7840970647984	12.5634957278857	12.5552761126095	1619.79553183881	2.05587898986732	0.0925686520161725	22.2092354710766	2.79655490792899e-109	7.21704032101399e-107	chr12	-	77021250	77065569	44319	protein_coding
ENSG00000198467	TPM2	23325.5770503698	22793.99671559	11550.4690362417	12273.5273948814	14.7366443810081	14.7081077319689	13.9110911157638	13.9783950082917	17485.8925492707	-0.952732471664602	0.0429547722108287	-22.1798981260672	5.37003510505406e-109	1.36235060088897e-106	chr9	-	35681992	35690056	8064	protein_coding
ENSG00000115310	RTN4	16797.556837545	16354.5914267541	29689.3460465284	31139.0037672085	14.3389423558928	14.3074462000435	15.0402046578697	15.1011924471465	23495.124519509	0.875702036215147	0.0399305246858346	21.9306418612076	1.32544591876537e-106	3.30654575201334e-104	chr2	-	54972188	55050544	78356	protein_coding
ENSG00000100003	SEC14L2	3847.19801046918	3744.00505554917	1120.77440980119	1220.10366677658	12.8537094923679	12.8317027388665	12.0524013582311	12.0955392289551	2483.02028564903	-1.69631561043148	0.0776355131430055	-21.849737855237	7.81803805835141e-106	1.91836710913777e-103	chr22	+	30397017	30425303	28286	protein_coding
ENSG00000182667	NTM	2683.73087020632	2637.70672472591	651.390255269068	694.78125469222	12.5787375188517	12.5664209919678	11.812249771278	11.8377788065785	1666.90227622338	-1.9820470796667	0.0909398229601668	-21.7951499700508	2.57946152443311e-105	6.22731937059916e-103	chr11	+	131370477	132336822	966345	protein_coding
ENSG00000108854	SMURF2	4311.6153106241	4214.66262538706	9051.34433138588	9451.09622744607	12.9481863647498	12.9290448093479	13.6495490710777	13.6948613957848	6757.17962371078	1.11783531163308	0.0518740571725983	21.5490241666226	5.40745955134204e-103	1.28474372324584e-100	chr17	-	64542281	64662307	120026	protein_coding
ENSG00000173706	HEG1	9851.65801017573	10265.3958565503	4615.07867131811	4783.44655161405	13.7388147328995	13.7827886030903	13.0062882764984	13.0374132500144	7378.89477241456	-1.09760125819111	0.0509815606035156	-21.529377390527	8.26362624357967e-103	1.9326555877172e-100	chr3	-	124965709	125055997	90288	protein_coding
ENSG00000134333	LDHA	23465.1931072014	22106.735446945	11890.0008849849	12164.3205852008	14.7440456143366	14.6703462122488	13.9431005509573	13.9684357167139	17406.562506083	-0.92180330249976	0.043125622265108	-21.3748406187189	2.29103997589882e-101	5.27573636296207e-99	chr11	+	18394562	18408425	13863	protein_coding
ENSG00000148848	ADAM12	3668.79971562887	3543.59602581175	7913.54011098942	8207.45661030728	12.8154125894076	12.7878014364208	13.5116922449457	13.5486618258158	5833.34811568433	1.16044067104111	0.054359499902944	21.3475229373525	4.11162000269284e-101	9.32465578792522e-99	chr10	-	126012380	126388455	376075	protein_coding
ENSG00000148677	ANKRD1	24715.9202829839	24733.3083366855	42281.8266185682	44791.737853315	14.8086899322358	14.8095683232446	15.4993792431973	15.5756476520468	34130.6982728881	0.816370405774923	0.0385924535600509	21.1536279885556	2.55514885132937e-99	5.70827880696984e-97	chr10	-	90912095	90921087	8992	protein_coding
ENSG00000138675	FGF5	3698.85595008566	3850.28257131902	8141.31382770115	8318.54629601688	12.8219490315819	12.8543612893154	13.5404295549701	13.5623770998461	6002.24966128068	1.12477125108114	0.0533445320302108	21.0850336158943	1.09136169410892e-98	2.40227968197386e-96	chr4	+	80266638	80291017	24379	protein_coding
ENSG00000131711	MAP1B	29502.6180092154	29488.4680422735	15551.4101629679	16637.0925920338	15.0321566828144	15.0315449716504	14.2484826446425	14.3276137581872	22794.8972016226	-0.873732407489511	0.0416262717562266	-20.9899270491073	8.10701167336883e-98	1.75863406850702e-95	chr5	+	72107474	72209565	102091	protein_coding
ENSG00000144583	MARCHF4	770.796980424142	737.869609487793	2670.48717397074	2777.2421427399	11.8805088544418	11.8622930734658	12.5752069225602	12.6033626200009	1739.09897665564	1.85236484211827	0.088641921398937	20.8971648277074	5.68211357499496e-97	1.21499822843606e-94	chr2	-	216257864	216372483	114619	protein_coding
ENSG00000166147	FBN1	101795.618325398	102049.694975841	60466.4712448297	63328.6523585857	16.6921608535786	16.6956197883602	15.9777193935653	16.0403891847436	81910.1092261635	-0.719461897882418	0.0344575580017643	-20.8796542646922	8.19828982961895e-97	1.72833805872868e-94	chr15	-	48408312	48645709	237397	protein_coding
ENSG00000133169	BEX1	6131.47182918525	5604.36766492992	1998.87401861979	2199.19920184421	13.2627768844277	13.1792341829867	12.3798022360726	12.4417936022952	3983.47817864479	-1.48244447967204	0.0710416071977009	-20.8672711407917	1.06227168268179e-96	2.20834479810848e-94	chrX	-	103062650	103064171	1521	protein_coding
ENSG00000084234	APLP2	19499.7092708055	19641.0970810845	9576.07537035263	10413.2458782529	14.5172417486679	14.5259816776927	13.7087265405397	13.7981692847323	14782.5319001239	-0.969093314013847	0.0467782082937172	-20.7167685416461	2.44558179949671e-95	5.01444772258448e-93	chr11	+	130068146	130144804	76658	protein_coding
ENSG00000078269	SYNJ2	6265.27055031548	6047.69673071271	2636.4275527802	2642.61650666811	13.2831659882187	13.2498486183558	12.5660767719872	12.5677412326283	4398.00283511912	-1.22186413330059	0.0590326163423603	-20.698119260281	3.6015289091366e-95	7.28482225837252e-93	chr6	+	157981862	158099176	117314	protein_coding
ENSG00000141526	SLC16A3	12045.7631255214	12012.3957824432	5575.13424362644	6037.4419869122	13.9575426018871	13.9544613936018	13.1744413024925	13.2482573554167	8917.68378462583	-1.05037052247205	0.0509282342752878	-20.6245226723231	1.6535452829266e-94	3.30003543931271e-92	chr17	+	82229041	82240086	11045	protein_coding
ENSG00000171451	DSEL	2953.26742436722	2938.32026933205	908.966140522524	906.604807952043	12.6483432456655	12.6445904020351	11.9526678547067	11.9514871367488	1926.78966054346	-1.69827677528588	0.082771356492649	-20.5176868816533	1.49666010518066e-93	2.94763269136106e-91	chr18	-	67506586	67516720	10134	protein_coding
ENSG00000075618	FSCN1	24741.1287376896	24349.6971130972	11991.1153853943	13172.6006987175	14.8099632097528	14.7900627844128	13.9524927574576	14.0577971934769	18563.6354837247	-0.963811790159709	0.0469824197377722	-20.5143071714725	1.60438116421883e-93	3.11875029428929e-91	chr7	+	5592815	5606655	13840	protein_coding
ENSG00000124762	CDKN1A	6211.94497305343	6408.02811751333	12041.1404540179	12110.658618375	13.2750775346057	13.3045795357149	13.9571161409631	13.9635157629697	9192.94304073991	0.936515719679626	0.045882442898139	20.4112000260913	1.32979411472825e-92	2.55184080887852e-90	chr6	+	36676459	36687337	10878	protein_coding
ENSG00000163931	TKT	19426.0230185888	19411.3352136583	10504.2000477948	11000.7031992935	14.5126654064767	14.5117514438047	13.8075468733647	13.8576474874789	15085.5653698339	-0.852559156779179	0.0418191165253443	-20.3868285037176	2.18883234906424e-92	4.14714463301183e-90	chr3	-	53224711	53256022	31311	protein_coding
ENSG00000103187	COTL1	14185.5731076549	13852.5150554869	6924.74673330157	7377.10828152878	14.1421778399021	14.1149899516035	13.3793259207967	13.4415001927132	10584.985794493	-0.970861734517352	0.0476261938805025	-20.385037211945	2.27043815489833e-92	4.24798978781478e-90	chr16	-	84565595	84618078	52483	protein_coding
ENSG00000157613	CREB3L1	5301.53193579775	5270.35261536754	2037.19109245915	2186.96050765586	13.1287077392855	13.1233923605916	12.3919388741494	12.4381063184434	3699.00903782007	-1.32282469243795	0.0650456077072136	-20.3368795998081	6.06698568803886e-92	1.12111903430328e-89	chr11	+	46277661	46321409	43748	protein_coding
ENSG00000249992	TMEM158	2755.47801052253	2738.92340641148	732.2818555966	813.402444517721	12.597678082818	12.593335392705	11.8591584801087	11.9034626512502	1760.02142926208	-1.82835685438484	0.0903505906265087	-20.2362468436194	4.69597763632366e-91	8.57187722688933e-89	chr3	-	45224465	45226287	1822	protein_coding
ENSG00000154096	THY1	12493.6979745226	11594.3708870819	5163.22569985335	5667.45684721838	13.998260412173	13.9152716250531	13.1049615557185	13.1895182634529	8729.68785216905	-1.15278840090687	0.0572390888415335	-20.1398803551602	3.30132641123027e-90	5.95352454497525e-88	chr11	-	119415475	119423172	7697	protein_coding
ENSG00000164171	ITGA2	4299.98063922147	4313.85497343892	8609.63361907107	8857.99027831856	12.9459046473727	12.9486251185062	13.5976733162279	13.6270827946083	6520.36487751251	1.02008590868987	0.0509348978617105	20.0272495187765	3.18785605828039e-89	5.68045589051677e-87	chr5	+	52989351	53094779	105428	protein_coding
ENSG00000185585	OLFML2A	2620.70973344208	2724.7530709755	626.909902538368	741.853155416625	12.5618386803952	12.5896051170514	11.7974425408977	11.864519912122	1678.55646559314	-1.96330231615905	0.0984753036723039	-19.9370018973724	1.94370687873595e-88	3.42275347775526e-86	chr9	+	124777132	124814882	37750	protein_coding
ENSG00000103489	XYLT1	3211.16930712548	3177.19163810999	7057.79212857711	7716.96740475898	12.7112819382936	12.7031786952157	13.3979131080641	13.4863919577461	5290.78011964289	1.20990755208743	0.0606915315688043	19.935360351152	2.00853380517615e-88	3.49578302277635e-86	chr16	-	17101768	17470960	369192	protein_coding
ENSG00000143341	HMCN1	5699.04987538756	6216.72858912761	2449.09963623223	2395.95974687222	13.1946379715309	13.2758051384726	12.5145072020507	12.4994384113983	4190.2094619049	-1.29835549470966	0.0651623054868853	-19.9249471762624	2.47307191364551e-88	4.25482073602828e-86	chr1	+	185734390	186190949	456559	protein_coding
ENSG00000064042	LIMCH1	4927.28333901319	4870.54672270955	1986.10166067334	2043.86192945367	13.063415843857	13.0532220124046	12.3757258196214	12.3940378102046	3456.94841296244	-1.28141993290998	0.0643209382530537	-19.922282972126	2.60823748687576e-88	4.43637485267685e-86	chr4	+	41359606	41699003	339397	protein_coding
