Gene.id	genename	X21_011_Control_rep1	X21_011_Control_rep2	X21_011_si11_rep1	X21_011_si11_rep2	X21_011_Control_rep1.1	X21_011_Control_rep2.1	X21_011_si11_rep1.1	X21_011_si11_rep2.1	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chromosome	strand	start	end	length	type
ENSG00000135074	ADAM19	14663.7445723816	14282.3050792171	2741.87255736301	2760.09828011727	14.3398084367223	14.3123063036721	12.9610847520171	12.9650550600123	8612.00512226975	-2.39546755590275	0.0382664523047706	-62.599677044117	0	0	chr5	-	157477303	157575775	98472	protein_coding
ENSG00000136153	LMO7	17231.5192811152	17414.148703715	6168.05732128541	6241.25857943754	14.5118860814325	14.5233459414589	13.5321195158314	13.5417459976146	11763.7459713883	-1.48131501055768	0.0325234599205664	-45.5460462747681	0	0	chr13	+	75620433	75859870	239437	protein_coding
ENSG00000137801	THBS1	221932.859167575	215216.577055008	84716.9264258288	84855.8894416622	17.8017178362882	17.7586642064915	16.4766496465122	16.4788492501969	151680.563022518	-1.36623153967226	0.0238858210278915	-57.1984332494544	0	0	chr15	+	39581078	39599466	18388	protein_coding
ENSG00000138071	ACTR2	14177.9220023413	14044.7242243581	5587.316691935	5620.50959596388	14.3046829300261	14.2948930387942	13.4529517322143	13.4576176513787	9857.61812864957	-1.33241108867896	0.0339192380114659	-39.2818697232689	0	0	chr2	+	65227830	65271253	43423	protein_coding
ENSG00000138119	MYOF	33074.3957161986	32728.0826504758	12280.629869066	12168.6664728308	15.265707538546	15.2528777558005	14.158127215614	14.1489635175215	22562.9436771428	-1.42831615702094	0.0275622225525607	-51.821516000648	0	0	chr10	-	93306428	93482334	175906	protein_coding
ENSG00000139211	AMIGO2	10344.9843507946	10370.140335871	2211.99297039201	2108.56014706332	13.9901730255717	13.9924967850565	12.8381787934585	12.8122656900856	6258.91945103024	-2.26086367671062	0.0424209877642261	-53.2958753642513	0	0	chr12	-	47075706	47079865	4159	protein_coding
ENSG00000139926	FRMD6	8268.09286387253	8216.07391848208	2038.14068007692	2040.02945928783	13.7826366302827	13.7769903710574	12.794206936268	12.7946958874717	5140.58423042984	-2.01511364639665	0.0436621221628798	-46.1524439622826	0	0	chr14	+	51489136	51730459	241323	protein_coding
ENSG00000148677	ANKRD1	25801.2269905543	25802.3367526061	4010.62437817314	4079.0657202021	14.9684043626938	14.9684548380154	13.2071069050176	13.2189321903306	14923.3134603839	-2.67348592255738	0.0323647847583258	-82.6047799335241	0	0	chr10	-	90912095	90921087	8992	protein_coding
ENSG00000149591	TAGLN	27295.1313934281	27198.256264267	12075.3362070982	11957.115219263	15.0347700575103	15.0305596027223	14.1412770564381	14.131477381613	19631.4597710141	-1.18105260793608	0.0280989305029092	-42.031941671723	0	0	chr11	+	117199369	117207464	8095	protein_coding
ENSG00000156804	FBXO32	16679.9082380486	17108.9892945849	6714.58234030785	6772.61970929099	14.4766860579818	14.5041439747823	13.6022528389484	13.6094741749459	11819.0248955581	-1.32496489465925	0.0329948014968195	-40.1567772664725	0	0	chr8	-	123497888	123541206	43318	protein_coding
ENSG00000162458	FBLIM1	10909.7530884664	10686.9148090165	3870.06295196094	3798.98377885878	14.0413907172047	14.0214163987893	13.1824249391091	13.1697338924038	7316.42865707564	-1.49358422584368	0.0381139802211847	-39.1873065257432	0	0	chr1	+	15756658	15786594	29936	protein_coding
ENSG00000163110	PDLIM5	20946.0376812146	22204.8346525844	6908.77904757471	6833.20481007802	14.7282135368597	14.7945334736719	13.6262546320531	13.6169684426028	14223.2140478629	-1.65066201217029	0.0354453851543758	-46.5691656327371	0	0	chr4	+	94451856	94668227	216371	protein_coding
ENSG00000164161	HHIP	4789.40083631348	4499.25343357565	748.11969608994	793.565500472723	13.3349627309259	13.2889647469458	12.3682070228662	12.3881936655264	2707.58486661295	-2.59189806428828	0.0628796401941707	-41.21998879581	0	0	chr4	+	144646155	144745271	99116	protein_coding
ENSG00000165732	DDX21	6713.46063974372	6872.95015234544	1806.02937758177	1859.2673553003	13.6021128600979	13.621860699839	12.7320478537615	12.7466851102959	4312.92688124281	-1.89041331773252	0.0470919839314129	-40.1429958968349	0	0	chr10	+	68956169	68985068	28899	protein_coding
ENSG00000166106	ADAMTS15	1238.84755360264	1102.37516654611	6702.56063938181	6720.97339386598	12.5583447088822	12.5103067393468	13.600751816256	13.6030500907871	3941.18918834914	2.51855494556537	0.0548248073357263	45.9382361372051	0	0	chr11	+	130448973	130476641	27668	protein_coding
ENSG00000173166	RAPH1	8706.345307263	9042.85529339166	2914.80010145302	2938.87398735768	13.8292532243164	13.8639471434605	12.9981518765568	13.0032083640027	5900.71867236634	-1.6003214809595	0.0419558608799569	-38.1429780582575	0	0	chr2	-	203433681	203535301	101620	protein_coding
ENSG00000177425	PAWR	9370.30281965135	9889.69905160046	2315.564547601	2401.55366726289	13.896845696803	13.9473974449639	12.863441359488	12.8839263114967	5994.28002152892	-2.02986427251409	0.0448021548540407	-45.3072911141687	0	0	chr12	-	79584878	79690964	106086	protein_coding
ENSG00000180730	SHISA2	950.390402641241	977.777207108907	5483.74511472601	5376.18279606865	12.4528684806483	12.4635637264712	13.4382761435735	13.4228440637655	3197.0238801362	2.49403500095158	0.0560283327042135	44.5138179306203	0	0	chr13	-	26044596	26052016	7420	protein_coding
ENSG00000189184	PCDH18	349.184972216431	320.998132787373	3936.64468016672	3846.65730078956	12.1548115793119	12.1357074753309	13.1941839284772	13.1782617960209	2113.37127149002	3.5369402665056	0.0779748494977583	45.3600140210247	0	0	chr4	-	137518917	137532494	13577	protein_coding
ENSG00000196526	AFAP1	12284.2261095386	12163.0838538742	2223.08992509297	2150.27447875275	14.1584205241263	14.1485049744477	12.8409174713234	12.8228017606206	7205.16859181463	-2.48249405510661	0.0406584592723897	-61.0572584286887	0	0	chr4	-	7758714	7939926	181212	protein_coding
ENSG00000198830	HMGN2	6244.84428572573	5749.45668758963	869.261451575455	911.756106926108	13.5422156238655	13.4755756721185	12.4201841983343	12.4374972791616	3443.82963295423	-2.7523508488308	0.0600582334213182	-45.8280354255945	0	0	chr1	+	26472439	26476642	4203	protein_coding
ENSG00000198959	TGM2	22289.134661305	22295.6433348861	3818.27716335644	3447.3915546193	14.7988648232198	14.7991986852264	13.1731929680041	13.1047264196017	12962.6116785417	-2.61711154483535	0.0712749543041121	-36.7185299575051	3.69717161045938e-295	1.64965993760351e-292	chr20	-	38127384	38165270	37886	protein_coding
ENSG00000162407	PLPP3	437.240313036226	473.049879897182	3073.85645216682	3056.07139543751	12.2098635479163	12.2305962463028	13.0311158308141	13.0274809411043	1760.05451013443	2.75223496171057	0.0753602055078959	36.521064972709	5.13625836806486e-292	2.23720739488996e-289	chr1	-	56494760	56579563	84803	protein_coding
ENSG00000180914	OXTR	6860.21954111005	6790.58878932762	2147.26073463639	2204.90038929843	13.6202957590804	13.6117015873295	12.8220444821786	12.8364242592755	4500.74236359312	-1.64947703472541	0.0452462071459653	-36.4555868606657	5.61094009184124e-291	2.38712879163125e-288	chr3	-	8750380	8769613	19233	protein_coding
ENSG00000134824	FADS2	13948.1684119265	13656.1475372997	5598.41364663596	5333.47526600566	14.2877522051121	14.2659256218044	13.4545136257312	13.4166615285356	9634.05121546694	-1.33607755327984	0.0366773742817097	-36.4278408540852	1.54342729113638e-290	6.41714974182929e-288	chr11	+	61816255	61867354	51099	protein_coding
ENSG00000154127	UBASH3B	5102.14911577689	5246.84119019887	1396.36679987121	1383.52533436609	13.3826082969572	13.4040214035599	12.6103428065158	12.6062277462184	3282.22061005326	-1.89620357133413	0.0522182378306935	-36.3130517249963	1.00694247222738e-288	4.09355679709506e-286	chr11	+	122655721	122814473	158752	protein_coding
ENSG00000112096	SOD2	7355.15128433855	7792.65203937768	2415.43713990967	2422.4108331076	13.6797516668795	13.7300872638946	12.8871938753798	12.8888310881733	4996.41282418338	-1.64656163128724	0.046098667453603	-35.7182045000423	2.06254457799021e-279	8.20265011081586e-277	chr6	-	159679118	159762529	83411	protein_coding
ENSG00000115414	FN1	805485.724083903	813437.778185787	451083.810624356	444614.190708534	19.6312420426905	19.6453009142374	18.8039049918281	18.7833638382328	628655.375900645	-0.853946955348424	0.0240123590814902	-35.562809653579	5.26707206713311e-277	2.05012375310921e-274	chr2	-	215360439	215436067	75628	protein_coding
ENSG00000166923	GREM1	12622.2776478583	12787.1295659707	5372.77556771638	5421.86992125231	14.1857118067249	14.1988236400328	13.4223519823468	13.4294229800794	9051.01317569941	-1.23508261153529	0.0348374130329848	-35.4527648297504	2.62963987918976e-275	1.0022214989562e-272	chr15	+	32718003	32745106	27103	protein_coding
ENSG00000164741	DLC1	15143.4943602963	14955.9787921064	6724.75454878374	6711.0414101304	14.3736338628605	14.3605118237317	13.6035215321973	13.6018109072301	10883.8172778292	-1.16367010669131	0.0328284005898303	-35.4470545559198	3.22017731590254e-275	1.20224334320655e-272	chr8	-	13083360	13514851	431491	protein_coding
ENSG00000164442	CITED2	6360.22714611029	6543.50470027419	14935.5762812715	14756.9414343226	13.5572332803664	13.580720773934	14.3590764989467	14.3464449670971	10649.0623904946	1.20246621604567	0.0339485311184534	35.4202722895438	8.32434938436909e-275	3.04571295275296e-272	chr6	-	139371806	139374648	2842	protein_coding
ENSG00000087303	NID2	10110.1701086085	10264.5488448226	22097.7357945182	21435.2072981256	13.9682838690246	13.9827154818123	14.7890113776048	14.7543593677893	15976.9155115187	1.09545395104802	0.0311295913899314	35.1901166104715	2.83217267937996e-271	1.01591699993288e-268	chr14	-	52004808	52069059	64251	protein_coding
ENSG00000131016	AKAP12	17534.1462570361	16651.778138345	7321.21586396051	7233.46375462183	14.5308244823107	14.4748667786933	13.6757629595119	13.6653902732515	12185.1510034908	-1.23193957703941	0.0352854632966987	-34.9135157070381	4.63643726353745e-267	1.6311342942145e-264	chr6	+	151239966	151358559	118593	protein_coding
ENSG00000213064	SFT2D2	5712.46371938995	5542.49736513461	1676.56490607053	1585.14460419833	13.4704508301871	13.4466228700236	12.6954137572127	12.6685861093381	3629.16764869836	-1.78636035358115	0.0511755453061023	-34.9065230843401	5.91954040142569e-267	2.04324664346569e-264	chr1	+	168226003	168253021	27018	protein_coding
ENSG00000196159	FAT4	2151.78913313661	2140.33952355265	6455.65339728538	6529.28610776932	12.823182126896	12.8203030589168	13.5695176887471	13.5789143874034	4319.26704043599	1.59698931093684	0.0457852372908	34.8800051159228	1.49440916891208e-266	5.06272617334769e-264	chr4	+	125314917	125492932	178015	protein_coding
ENSG00000101367	MAPRE1	4350.13626256875	4231.05104631252	964.510312758723	1052.79027597132	13.2645972388049	13.2447601770118	12.4584029243571	12.4920629229812	2649.62197440283	-2.08985269264457	0.0600416061839204	-34.8067419489562	1.92318163796656e-265	6.39685179726549e-263	chr20	+	32819953	32850405	30452	protein_coding
ENSG00000163430	FSTL1	19668.7291741504	19596.724823687	9555.40274375445	9544.63636989095	14.6575465029033	14.6534544672205	13.915084312216	13.9140303559276	14591.3732778707	-1.03968581271285	0.0299927394138315	-34.6645832635541	2.69358413796684e-263	8.79936218213666e-261	chr3	-	120392292	120450992	58700	protein_coding
ENSG00000104081	BMF	2000.98171035328	2104.43841659617	6546.27852734324	6377.32675661496	12.784534837088	12.8112182190768	13.5810728672761	13.5594434940489	4257.25635272691	1.65481877845395	0.0478422170091836	34.5890905962051	3.6859800470606e-262	1.18300559615661e-259	chr15	-	40087889	40108879	20990	protein_coding
ENSG00000137124	ALDH1B1	3742.85805001844	3839.30661452266	881.283152501499	841.2390224035	13.1596097161149	13.1769511328466	12.4251268371214	12.4085202512193	2326.17170986152	-2.13742212517816	0.061820264193908	-34.5747814741431	6.04835706279444e-262	1.90773524322003e-259	chr9	+	38392701	38398661	5960	protein_coding
ENSG00000008513	ST3GAL1	2170.00747951312	2313.50956887215	6864.39122877086	6830.22521495735	12.8277452810609	12.8629464960176	13.6208087882766	13.6166009156673	4544.53337302837	1.61129750759525	0.0468432832703769	34.3976210697045	2.73669040349782e-259	8.48559563416763e-257	chr8	-	133454847	133571940	117093	protein_coding
ENSG00000165300	SLITRK5	483.79830933175	531.125199973845	2987.85505323436	2941.85358247836	12.2366597145174	12.2625622567452	13.0134212718548	13.003832494695	1736.15803625458	2.54748436162504	0.0745721897125342	34.1613190043802	9.08100927810174e-256	2.76879972889322e-253	chr13	+	87672614	87696272	23658	protein_coding
ENSG00000239264	TXNDC5	12263.9835024536	12794.5209703441	5068.53405966497	4809.06652476712	14.156768712185	14.1994085713289	13.3775780812881	13.3380159749788	8734.02626430744	-1.34266286370186	0.0393967893525668	-34.0805148279014	1.43403459700059e-254	4.30069326516866e-252	chr6	-	7881516	7910788	29272	protein_coding
ENSG00000151012	SLC7A11	7271.14446493576	7592.02820638557	2607.78435472637	2588.27496149176	13.6698546890464	13.7072510030731	12.9313883285378	12.9269939368268	5014.80799688487	-1.51607559560736	0.0444895898587345	-34.0770863570844	1.61192718604281e-254	4.75622515184953e-252	chr4	-	138164096	138242349	78253	protein_coding
ENSG00000185567	AHNAK2	17783.1303241817	17232.5313391116	34395.0110956356	33792.5814619323	14.5462144073356	14.5119498490029	15.313597184192	15.2919508673332	25800.8135552153	0.961472798278277	0.028350368390444	33.9139437285887	4.15025033399618e-252	1.20515364460518e-249	chr14	-	104937252	104978374	41122	protein_coding
ENSG00000166963	MAP1A	7793.40372772903	7415.69041633461	17023.6532575027	16929.0662772936	13.7301720645663	13.6868364017643	14.4987263163424	14.4926964889977	12290.453419715	1.15843702391621	0.034198412789196	33.8739996811252	1.60901538971692e-251	4.59926992804396e-249	chr15	+	43517607	43531611	14004	protein_coding
ENSG00000109814	UGDH	9515.03746030917	9218.13716853214	3705.45812389665	3688.73875939386	13.9111284641812	13.8816602737001	13.152811803523	13.14975931202	6531.84287803295	-1.34117206534636	0.0396722659878061	-33.8062883970023	1.59423561757006e-250	4.48691482889642e-248	chr4	-	39498754	39527439	28685	protein_coding
ENSG00000144136	SLC20A1	18089.8058215196	18486.9582527675	8781.39015336226	8552.43119470666	14.5649388801035	14.5888187366469	13.8370706305959	13.8130715691605	13477.646355589	-1.07715401432913	0.0321441750686387	-33.5100842385609	3.43677562568052e-246	9.52611716609082e-244	chr2	+	112645938	112663825	17887	protein_coding
ENSG00000162512	SDC3	4310.66317875298	4527.76313615874	11838.6011734776	11198.3116618648	13.2580597645132	13.2935657279231	14.1215814061223	14.0668201876656	7968.83478756353	1.38243953838944	0.0414597216220656	33.3441587232868	8.85277392248567e-244	2.41720367370079e-241	chr1	-	30869465	30908758	39293	protein_coding
ENSG00000168268	NT5DC2	5050.53046771011	5102.18084746246	1619.23064011556	1580.17861233054	13.3748752240011	13.3826130353188	12.6786867310204	12.6671045449508	3338.03014190467	-1.66569494153237	0.0507691305913126	-32.8092075269337	4.35186849113093e-236	1.17078062024631e-233	chr3	-	52524386	52535054	10668	protein_coding
ENSG00000196230	TUBB	31355.7983746812	31300.4856915004	16821.1338342101	16329.1744596646	15.2008693243634	15.1987325861439	14.4857836742001	14.4538298540575	23951.6480900141	-0.918325721770596	0.0279956506106283	-32.8024425844906	5.43435392001236e-236	1.44081261757545e-233	chr6	+	30717434	30725538	8104	protein_coding
ENSG00000160712	IL6R	75.9097765687893	62.2989797186021	1835.62125678434	1917.86605934021	11.906092847496	11.8855558223789	12.7402132717029	12.7625265524001	972.924018102985	4.76055299526638	0.146134544868404	32.57650680442	8.8251539998209e-233	2.30639096103891e-230	chr1	+	154405342	154469450	64108	protein_coding
ENSG00000159840	ZYX	25697.9896944208	25482.3945347292	13601.1674784806	13295.946626819	14.9637009127707	14.9538276748877	14.261776895427	14.2385127935763	19519.3745836124	-0.92805202087244	0.0287138450648943	-32.3207156260337	3.57942538468059e-229	9.22281802638687e-227	chr7	+	143381344	143391111	9767	protein_coding
ENSG00000169710	FASN	26762.7508270923	25593.2656003301	13127.6974112395	13067.5110009007	15.0114750205362	14.9589136665413	14.2255167187363	14.220837413814	19637.8062098907	-0.999094840296964	0.0310072523829165	-32.2213277061407	8.87324711898597e-228	2.25454420548235e-225	chr17	-	82078337	82098236	19899	protein_coding
ENSG00000169429	CXCL8	1770.21598958417	1889.03177485727	45.3125650289333	55.6191089192397	12.7220648253032	12.7547661128896	11.8564363439398	11.8746486928799	940.044859597403	-5.18453586825551	0.16137883797515	-32.1264915109493	1.88148948060873e-226	4.71506418606249e-224	chr4	+	73740568	73743716	3148	protein_coding
ENSG00000172380	GNG12	10897.6075242154	11705.8726976343	4442.48086528562	4501.17502896418	14.0403097025017	14.1104115314314	13.2797478836856	13.2892754336448	7886.78402902487	-1.33756006606907	0.0417249871364535	-32.056572281133	1.77796308524424e-225	4.39541306506191e-223	chr1	-	67701474	67833467	131993	protein_coding
ENSG00000169908	TM4SF1	4244.87470572669	4489.75019938129	10513.4398329376	10444.4740963344	13.2470805868767	13.2874270237968	14.0056570384286	13.9993396545292	7423.13470859499	1.2629478420124	0.0394340168280575	32.0268626835347	4.61051851287961e-225	1.12459767566159e-222	chr3	-	149369021	149377649	8628	protein_coding
ENSG00000110092	CCND1	36556.1241348204	36041.543639577	19956.0235372323	19357.4363006425	15.3886499891518	15.3711344919236	14.6737552455452	14.6397687901687	27977.7819030681	-0.884815925596939	0.0276696834707116	-31.9778116194758	2.21894904014348e-224	5.34124391320852e-222	chr11	+	69641155	69654474	13319	protein_coding
ENSG00000170558	CDH2	13694.1236930096	13726.8938363021	6291.04856922109	6520.34732240729	14.2687839043536	14.2712455514335	13.5482511996989	13.5777774278517	10058.103355235	-1.09807460370768	0.0346046693860775	-31.7319778858938	5.62931806575665e-221	1.33743824279159e-218	chr18	-	27950965	28177130	226165	protein_coding
ENSG00000183023	SLC8A1	599.18116971631	616.654307723112	2857.46583549804	2916.03042476585	12.2977902814689	12.3064936722076	12.98600926134	12.9984108909582	1747.33293442583	2.24763778999059	0.0709858519272221	31.6631797600312	4.99433060214156e-220	1.17136261584074e-217	chr2	-	40115249	40611053	495804	protein_coding
ENSG00000133639	BTG1	1906.85358740799	2009.40607465254	6191.17597691242	5840.00643652017	12.7595704689509	12.7867364699861	13.5351678884818	13.4880299513554	3986.86051887328	1.61974570006027	0.0511908579473679	31.6413079406798	9.98700931801765e-220	2.31268795523816e-217	chr12	-	92140277	92145846	5569	protein_coding
ENSG00000048828	FAM120A	6309.62062839776	6221.45065257633	2173.15362893864	1977.45796175368	13.5506689722591	13.5391485021522	12.8285310821977	12.7783592068634	4170.4207179166	-1.59333313682343	0.0505806304802157	-31.5008555982047	8.45524766355343e-218	1.93350375946308e-215	chr9	+	93451684	93566112	114428	protein_coding
ENSG00000176170	SPHK1	4414.91260524078	4146.57785347373	1192.92263035355	1223.62039622327	13.2752456413365	13.2304773787368	12.5425143906499	12.5531317243878	2744.50837132284	-1.82536102571865	0.0582054681132225	-31.3606450543086	6.96565498972265e-216	1.57320607878995e-213	chr17	+	76376660	76387860	11200	protein_coding
ENSG00000134107	BHLHE40	4101.15219542312	3962.84865904938	1138.36260307381	1033.91950687372	13.2227221041803	13.1987782777319	12.5232724522754	12.4849987551001	2559.07074110501	-1.89133506433032	0.060959429644253	-31.0261279570326	2.39525436652094e-211	5.34375407087e-209	chr3	+	4979436	4985323	5887	protein_coding
ENSG00000138623	SEMA7A	5797.482669147	5746.28894285818	2121.36784033414	2107.56694868976	13.4821970142956	13.4751376693233	12.8155131432346	12.8120133914072	3943.17660025727	-1.44871079237331	0.0467185341126031	-31.009337512208	4.03429336803886e-211	8.89197143071118e-209	chr15	-	74409288	74433958	24670	protein_coding
ENSG00000178719	GRINA	4674.01797592892	4895.22152500744	1521.20754025705	1421.26687256129	13.3168869589877	13.3512996847416	12.649310442718	12.6182633762693	3127.92847843867	-1.70057699095066	0.0552893043107386	-30.7577932504454	9.61945406938881e-208	2.09497967554046e-205	chr8	+	143990055	143993415	3360	protein_coding
ENSG00000133657	ATP13A3	12172.891770571	12551.6605409326	5801.85781615362	5804.25129507208	14.1493104699772	14.1800560911784	13.4827984348245	13.4831273241896	9082.66535568233	-1.09099346217569	0.0355168478797956	-30.7176319775924	3.3100785238995e-207	7.12406782543736e-205	chr3	-	194402671	194498364	95693	protein_coding
ENSG00000171451	DSEL	3082.94905904709	3065.32098513732	7516.33731745245	7801.57322429692	13.0329693391499	13.0293729259239	13.6985282829291	13.731093333403	5366.54514648345	1.31678291220847	0.0428760038418963	30.7114188408057	4.00685770750449e-207	8.5234249884985e-205	chr18	-	67506586	67516720	10134	protein_coding
ENSG00000186575	NF2	7968.50227901437	7911.97042426246	3390.11966114428	3283.51382298226	13.7497744613598	13.7434783247035	13.0937620084813	13.0730521000507	5638.52654685084	-1.25046438104635	0.0411978464119202	-30.3526637908077	2.3171339114273e-202	4.87237330754609e-200	chr22	+	29603555	29698594	95039	protein_coding
ENSG00000038382	TRIO	20882.2734688968	20575.5579457064	10950.8447974006	11143.6857513191	14.7247691491828	14.708081686478	14.0450416106714	14.0620431585365	15888.0904908307	-0.908069113596078	0.0300020368513784	-30.2669154795855	3.12546214943278e-201	6.49740960928674e-199	chr5	+	14143341	14510204	366863	protein_coding
ENSG00000070367	EXOC5	2535.38653739756	2588.0474455982	535.428064321477	553.211494071723	12.9149832863104	12.9269425764719	12.2648567583039	12.2742396087386	1553.01838534724	-2.23496703356439	0.0740729153156514	-30.1725269491606	5.43309389649552e-200	1.1167755027246e-197	chr14	-	57200506	57268905	68399	protein_coding
ENSG00000038427	VCAN	99225.2114093043	101069.007486872	61949.6743643525	62054.041181521	16.6898692793927	16.7148375384739	16.0614316190958	16.063636789142	81074.4836105124	-0.691728506613952	0.0230098608824872	-30.0622637462544	1.50958099786472e-198	3.06847497499302e-196	chr5	+	83471673	83582303	110630	protein_coding
ENSG00000163661	PTX3	4124.43119357088	4125.45955526404	1248.40740385837	1114.36857513191	13.2267030065867	13.2268785438864	12.5615997461831	12.5146527905593	2653.1666819563	-1.80272793560727	0.0604367930326935	-29.8283188956117	1.67769138664365e-195	3.37271277222627e-193	chr3	+	157436849	157443633	6784	protein_coding
